date,sales,state,week_of_year,month,quarter,year,day_of_week,is_holiday,lag_1w,lag_2w,lag_4w,roll_mean_4w,roll_std_4w,roll_mean_8w,roll_std_8w
2020-04-12,133713630.0,Alabama,15,4,2,2020,6,0,0.0,116657084.0,132632134.0,94108570.80000001,63088122.044789635,89962385.08749999,56285532.64518426
2020-04-19,117742073.2,Alabama,16,4,2,2020,6,0,133713630.0,0.0,127145065.2,94378944.80000001,63310180.365210414,93251887.3,58186947.45762936
2020-04-26,118114595.0,Alabama,17,4,2,2020,6,0,117742073.2,133713630.0,116657084.0,92028196.8,61845640.83683397,94494514.66250001,58646378.458380096
2020-05-03,104239954.2,Alabama,18,5,2,2020,6,0,118114595.0,117742073.2,0.0,92392574.55,62043094.89732615,109258839.03750001,44658380.50264253
2020-05-10,261674212.39999998,Alabama,19,5,2,2020,6,0,104239954.2,118114595.0,133713630.0,118452563.1,12048754.195700727,106280566.94999999,44014787.74980873
2020-05-17,130340051.0,Alabama,20,5,2,2020,6,0,261674212.39999998,104239954.2,117742073.2,150442708.7,74434715.10044746,122410826.75,70642367.39192572
2020-05-24,134708618.7,Alabama,21,5,2,2020,6,0,130340051.0,261674212.39999998,118114595.0,153592203.15,72839294.47670291,122810199.975,70681975.9676834
2020-05-31,129887876.9,Alabama,22,5,2,2020,6,0,134708618.7,130340051.0,104239954.2,157740709.075,70582757.89357205,125066641.8125,70745591.86741774
2020-06-07,0.0,Alabama,23,6,2,2020,6,0,129887876.9,134708618.7,261674212.39999998,164152689.75,65050679.31711759,141302626.425,49723942.52773832
2020-06-14,385412200.7,Alabama,24,6,2,2020,6,0,0.0,129887876.9,130340051.0,98734136.64999999,65858642.693399675,124588422.675,70691700.5993582
2020-06-21,133712552.3,Alabama,25,6,2,2020,6,0,385412200.7,0.0,134708618.7,162502174.075,161174864.30340412,158047188.6125,115886320.08075996
2020-06-28,132320128.4,Alabama,26,6,2,2020,6,0,133712552.3,385412200.7,129887876.9,162253157.475,161232878.382128,159996933.275,115247946.82451981
2020-07-05,0.0,Alabama,27,7,3,2020,6,0,132320128.4,133712552.3,0.0,162861220.35000002,161074640.14676008,163506955.04999998,113724747.60233429
2020-07-12,132304540.8,Alabama,28,7,3,2020,6,0,0.0,132320128.4,385412200.7,162861220.35000002,161074640.14676008,130797678.50000001,118966842.48455176
2020-07-19,133548791.3,Alabama,29,7,3,2020,6,0,132304540.8,0.0,133712552.3,99584305.375,66392818.46351198,131043239.725,118967790.4090909
2020-07-26,132657648.5,Alabama,30,7,3,2020,6,0,133548791.3,132304540.8,132320128.4,99543365.125,66364803.40297369,130898261.3,118963392.15998015
2020-08-02,0.0,Alabama,31,8,3,2020,6,0,132657648.5,133548791.3,0.0,99627745.15,66420560.23262169,131244482.75,118964061.99941754
2020-08-09,119441834.4,Alabama,32,8,3,2020,6,0,0.0,132657648.5,132304540.8,99627745.15,66420560.23262169,131244482.75,118964061.99941754
2020-08-16,258783177.5,Alabama,33,8,3,2020,6,0,119441834.4,0.0,133548791.3,96412068.55,64597562.69839169,97998186.9625,60666159.69297209
2020-08-23,131642694.8,Alabama,34,8,3,2020,6,0,258783177.5,119441834.4,132657648.5,127720665.1,105803061.2238884,113632015.11250001,83138133.8951249
2020-08-30,128713002.0,Alabama,35,8,3,2020,6,0,131642694.8,258783177.5,0.0,127466926.675,105788490.66598274,113547335.9125,83116722.39599477
2020-09-06,109022481.6,Alabama,36,9,3,2020,6,0,128713002.0,131642694.8,119441834.4,159645177.17499998,66296280.335432805,129636461.1625,69307644.51501717
2020-09-13,272214323.0,Alabama,37,9,3,2020,6,0,109022481.6,128713002.0,258783177.5,157040338.975,68568209.7567698,126726203.7625,69667483.53727669
2020-09-20,129079259.8,Alabama,38,9,3,2020,6,0,272214323.0,109022481.6,131642694.8,160398125.35,75217774.17483923,144059395.225,86760455.74311385
2020-09-27,127614100.1,Alabama,39,9,3,2020,6,0,129079259.8,272214323.0,128713002.0,159757266.6,75554603.6738213,143612096.6375,86836826.27781913
2020-10-04,0.0,Alabama,40,10,4,2020,6,0,127614100.1,129079259.8,109022481.6,159482541.125,75706955.428305,159563859.15,65878971.88956491
2020-10-11,127906087.0,Alabama,41,10,4,2020,6,0,0.0,127614100.1,272214323.0,132226920.725,111222925.16014147,144633629.85,86559498.0030494
2020-10-18,122464549.6,Alabama,42,10,4,2020,6,0,127906087.0,0.0,129079259.8,96149861.725,64103035.04919198,128273993.5375,73247541.86090988
2020-10-25,121301024.5,Alabama,43,10,4,2020,6,0,122464549.6,127906087.0,127614100.1,94496184.175,63047009.577968016,127126725.38749999,73259117.83102806
2020-11-01,0.0,Alabama,44,11,4,2020,6,0,121301024.5,122464549.6,0.0,92917915.275,62012137.599354215,126200228.19999999,73283055.68985319
2020-11-08,0.0,Alabama,45,11,4,2020,6,0,0.0,121301024.5,127906087.0,92917915.275,62012137.599354215,112572417.99999999,85972195.41505876
2020-11-15,246158028.2,Alabama,46,11,4,2020,6,0,0.0,0.0,122464549.6,60941393.525000006,70370663.09764042,78545627.625,65096588.06939945
2020-11-22,124645965.4,Alabama,47,11,4,2020,6,0,246158028.2,0.0,121301024.5,91864763.175,117687686.3273671,93180473.675,87415101.29621933
2020-11-29,118491656.0,Alabama,48,11,4,2020,6,0,124645965.4,246158028.2,0.0,92700998.4,117978092.76921257,92809456.83749999,87254226.95873734
2020-12-06,226223807.3,Alabama,49,12,4,2020,6,0,118491656.0,124645965.4,0.0,122323912.4,100528778.46676679,107620913.83749999,78906859.0743141
2020-12-13,246302484.10000002,Alabama,50,12,4,2020,6,0,226223807.3,118491656.0,246158028.2,178879864.225,66722939.00431868,119910628.875,89467398.8386165
2020-12-20,122244235.9,Alabama,51,12,4,2020,6,0,246302484.10000002,226223807.3,124645965.4,178915978.20000002,66771513.07308402,135390370.6875,100058773.7911581
2020-12-27,115522663.3,Alabama,52,12,4,2020,6,0,122244235.9,246302484.10000002,118491656.0,178315545.82500002,67429753.28459673,135508272.1125,100040354.33336945
2021-01-03,0.0,Alabama,53,1,1,2021,6,0,115522663.3,122244235.9,226223807.3,177573297.65,68318273.43802021,149948605.025,84874070.15920119
2021-01-10,146096097.7,Alabama,1,1,1,2021,6,0,0.0,115522663.3,246302484.10000002,121017345.825,100620177.99364796,149948605.025,84874070.15920119
2021-01-17,115816663.9,Alabama,2,1,1,2021,6,0,146096097.7,0.0,122244235.9,95965749.225,65308265.46108238,137440863.7125,75528891.78588043
2021-01-24,113870547.8,Alabama,3,1,1,2021,6,0,115816663.9,146096097.7,115522663.3,94358856.225,64520488.07331874,136337201.025,75806564.43955998
2021-01-31,115802737.5,Alabama,4,1,1,2021,6,0,113870547.8,115816663.9,0.0,93945827.35,64344896.58722378,135759562.5,75979380.835172
2021-02-07,134697460.0,Alabama,5,2,1,2021,6,0,115802737.5,113870547.8,146096097.7,122896511.725,15493382.37406802,121956928.775,66655251.51269774
2021-02-14,115644582.4,Alabama,6,2,1,2021,6,0,134697460.0,115802737.5,115816663.9,120046852.3,9809757.856187379,108006300.76249999,45109393.55898271
2021-02-21,112186374.5,Alabama,7,2,1,2021,6,0,115644582.4,134697460.0,113870547.8,120003831.92499998,9834838.262580987,107181344.075,44871533.8206409
2021-02-28,124158003.4,Alabama,8,2,1,2021,6,0,112186374.5,115644582.4,115802737.5,119582788.6,10213691.586313335,106764307.97500001,44798378.80068977
2021-03-07,115331048.0,Alabama,9,3,1,2021,6,0,124158003.4,112186374.5,134697460.0,121671605.075,10035763.956032192,122284058.4,12102450.515219375
2021-03-14,347176075.3,Alabama,10,3,1,2021,6,0,115331048.0,124158003.4,115644582.4,116830002.075,5128838.841925673,118438427.1875,7447964.841203937
2021-03-21,138119750.0,Alabama,11,3,1,2021,6,0,347176075.3,115331048.0,112186374.5,174712875.3,115087090.41829267,147358353.6125,81074433.28537542
2021-03-28,124801755.5,Alabama,12,3,1,2021,6,0,138119750.0,347176075.3,124158003.4,181196219.175,111050249.38973635,150389503.8875,80090896.40658262
2021-04-04,131843894.8,Alabama,13,4,2,2021,6,0,124801755.5,138119750.0,115331048.0,181357157.2,110940445.79378583,151514381.1375,79597404.37103964
2021-04-11,150209238.5,Alabama,14,4,2,2021,6,0,131843894.8,124801755.5,347176075.3,185485368.9,107930988.85987696,151157685.48749998,79689871.03602014
2021-04-18,126192681.6,Alabama,15,4,2,2021,6,0,150209238.5,131843894.8,138119750.0,136243659.7,10783200.034158403,155478267.5,78416205.00302349
2021-04-25,127348327.7,Alabama,16,4,2,2021,6,0,126192681.6,150209238.5,124801755.5,133261892.6,11701437.443442274,157229055.88750002,77462104.93958028
2021-05-02,0.0,Alabama,17,5,2,2021,6,0,127348327.7,126192681.6,131843894.8,133898535.65,11143697.580720093,157627846.425,77275513.62766466
2021-05-09,148892733.6,Alabama,18,5,2,2021,6,0,0.0,127348327.7,150209238.5,100937561.95,68194425.81935643,143211465.425,95015335.24904339
2021-05-16,316063089.1,Alabama,19,5,2,2021,6,0,148892733.6,0.0,126192681.6,100608435.725,67879810.99006373,118426047.7125,48860701.13023528
2021-05-23,140446890.2,Alabama,20,5,2,2021,6,0,316063089.1,148892733.6,127348327.7,148076037.6,129841528.19627889,140668965.10000002,85712272.86011338
2021-05-30,139935910.6,Alabama,21,5,2,2021,6,0,140446890.2,316063089.1,0.0,151350678.225,129308597.5235161,142624606.9375,85476680.80386765
2021-06-06,140893518.3,Alabama,22,6,2,2021,6,0,139935910.6,140446890.2,148892733.6,186334655.875,86583090.2128094,143636108.9125,85378703.41063158
2021-06-13,137083191.8,Alabama,23,6,2,2021,6,0,140893518.3,139935910.6,316063089.1,184334852.05,87819696.18012327,142471643.8875,85339765.40268926
2021-06-20,144489981.4,Alabama,24,6,2,2021,6,0,137083191.8,140893518.3,140446890.2,139589877.725,1716310.209751053,143832957.6625,85129593.90926255
2021-06-27,140720825.5,Alabama,25,6,2,2021,6,0,144489981.4,137083191.8,139935910.6,140600650.525,3056526.4183846773,145975664.375,84870736.52900998
2021-07-04,243751207.0,Alabama,26,7,3,2021,6,1,140720825.5,144489981.4,140893518.3,140796879.25,3024654.3188446653,163565767.5625,61719085.18618944
2021-07-11,184678476.5,Alabama,27,7,3,2021,6,0,243751207.0,140720825.5,137083191.8,166511301.425,51581985.9815983,175423076.7375,67352334.62778166
2021-07-18,143840884.1,Alabama,28,7,3,2021,6,0,184678476.5,243751207.0,144489981.4,178410122.6,47888094.08786132,159000000.1625,37612058.57666581
2021-07-25,143718288.1,Alabama,29,7,3,2021,6,0,143840884.1,184678476.5,140720825.5,178247848.275,48042202.30075256,159424249.4,37391384.92031353
2021-08-01,0.0,Alabama,30,8,3,2021,6,0,143718288.1,143840884.1,243751207.0,178997213.925,47279052.78849991,159897046.5875,37132779.58420257
2021-08-08,151796622.6,Alabama,31,8,3,2021,6,0,0.0,143718288.1,184678476.5,118059412.175,81033299.21087825,142285356.8,68008887.7807317
2021-08-15,149096387.5,Alabama,32,8,3,2021,6,0,151796622.6,0.0,143840884.1,109838948.69999999,73323443.95381825,144124535.65,68047045.43381085
2021-08-22,142623393.4,Alabama,33,8,3,2021,6,0,149096387.5,151796622.6,143718288.1,111152824.54999998,74177921.49271753,144700336.4125,68070064.88483047
2021-08-29,140962322.6,Alabama,34,8,3,2021,6,0,142623393.4,149096387.5,0.0,110879100.875,74019546.29207632,144938157.39999998,68057497.59113656
2021-09-05,136554063.7,Alabama,35,9,3,2021,6,0,140962322.6,142623393.4,151796622.6,146119681.525,5161098.725560053,132089546.85,55231790.787492245
2021-09-12,0.0,Alabama,36,9,3,2021,6,0,136554063.7,140962322.6,149096387.5,142309041.79999998,5199368.6833075965,126073995.24999999,51156198.47334016
2021-09-19,133797917.0,Alabama,37,9,3,2021,6,0,0.0,136554063.7,142623393.4,105034944.92499998,70070113.52711941,108093884.7375,66880929.84899302
2021-09-26,133378009.3,Alabama,38,9,3,2021,6,0,133797917.0,0.0,140962322.6,102828575.82499999,68615856.46315767,106853838.35,66214703.677327275
2021-10-03,117780959.3,Alabama,39,10,4,2021,6,0,133378009.3,133797917.0,136554063.7,100932497.49999999,67303075.87077889,123526089.5125,50359828.21567606
2021-10-10,198855812.3,Alabama,40,10,4,2021,6,0,117780959.3,133378009.3,0.0,96239221.4,64590967.86518792,119274131.6,49050901.25395484
2021-10-17,195850754.5,Alabama,41,10,4,2021,6,0,198855812.3,117780959.3,133797917.0,145953174.475,36047412.575531304,125494059.69999999,56031003.290646285
2021-10-24,189687421.9,Alabama,42,10,4,2021,6,0,195850754.5,198855812.3,133378009.3,161466383.85,41942927.12639041,132147479.8375,61270850.37795071
2021-10-31,189048084.9,Alabama,43,10,4,2021,6,0,189687421.9,195850754.5,117780959.3,175543737.0,38697158.05546225,138238117.25,64603401.40223097
2021-11-07,263789755.2,Alabama,44,11,4,2021,6,0,189048084.9,189687421.9,198855812.3,193360518.4,4778013.934378293,144799869.9,67028309.90674331
2021-11-14,184911321.4,Alabama,45,11,4,2021,6,0,263789755.2,189048084.9,195850754.5,209594004.125,36260461.283696264,177773589.3,47723940.40546653
2021-11-21,190608740.7,Alabama,46,11,4,2021,6,0,184911321.4,263789755.2,189687421.9,206859145.85,38012731.52787066,184162764.85,44293721.52605874
2021-11-28,177133617.3,Alabama,47,11,4,2021,6,0,190608740.7,184911321.4,189048084.9,207089475.55,37876547.85251357,191316606.275,39254801.340017036
2021-12-05,0.0,Alabama,48,12,4,2021,6,0,177133617.3,190608740.7,263789755.2,204110858.65,40167448.11424451,198735688.525,27097442.015501957
2021-12-12,324064086.9,Alabama,49,12,4,2021,6,0,0.0,177133617.3,184911321.4,138163419.85,92274382.23820539,173878711.98749998,75302062.91006753
2021-12-19,189045386.7,Alabama,50,12,4,2021,6,0,324064086.9,0.0,190608740.7,172951611.225,133011908.64738296,189905378.5375,92358655.4141596
2021-12-26,183210806.4,Alabama,51,12,4,2021,6,0,189045386.7,324064086.9,177133617.3,172560772.725,132945011.05704032,189825124.13750002,92359150.80666289
2022-01-02,0.0,Alabama,52,1,1,2022,6,0,183210806.4,189045386.7,0.0,174080070.0,133049373.22638534,189095464.325,92389219.64456016
2022-01-09,207976102.9,Alabama,1,1,1,2022,6,0,0.0,183210806.4,324064086.9,174080070.0,133049373.22638534,156121744.92499998,107723258.87339033
2022-01-16,180918293.4,Alabama,2,1,1,2022,6,0,207976102.9,0.0,189045386.7,145058074.0,97281443.69372183,159004842.6125,108906014.67406164
2022-01-23,177754218.7,Alabama,3,1,1,2022,6,0,180918293.4,207976102.9,183210806.4,143026300.675,96134622.80724904,157793536.7,108557618.06543784
2022-01-30,179630072.6,Alabama,4,1,1,2022,6,0,177754218.7,180918293.4,0.0,141662153.75,95410319.68910693,157871111.875,108573633.37208976
2022-02-06,179002838.5,Alabama,5,2,1,2022,6,0,179630072.6,177754218.7,207976102.9,186569671.9,14329964.185509628,180324870.95,87859003.18100335
2022-02-13,399817589.1,Alabama,6,2,1,2022,6,0,179002838.5,179630072.6,180918293.4,179326355.8,1316914.034335231,162192214.89999998,66273104.78421224
2022-02-20,178404182.1,Alabama,7,2,1,2022,6,0,399817589.1,179002838.5,177754218.7,234051179.725,110513690.05703197,188538740.20000002,107528389.20096242
2022-02-27,192108735.0,Alabama,8,2,1,2022,6,0,178404182.1,399817589.1,179630072.6,234213670.57500002,110403746.88838875,187937912.1625,107575830.94445883
2022-03-06,200427369.5,Alabama,9,3,1,2022,6,0,192108735.0,178404182.1,179002838.5,237333336.175,108507279.5699923,211951504.0375,76617260.27186339
2022-03-13,421024034.6,Alabama,10,3,1,2022,6,0,200427369.5,192108735.0,399817589.1,242689468.925,105144884.07922652,211007912.3625,76719629.58126588
2022-03-20,194303302.9,Alabama,11,3,1,2022,6,0,421024034.6,200427369.5,178404182.1,247991080.3,115712118.02886431,241021130.0125,105014523.82702965
2022-03-27,195635388.9,Alabama,12,3,1,2022,6,0,194303302.9,421024034.6,192108735.0,251965860.5,112760407.21618412,243089765.5375,103745547.77499184
2022-04-03,0.0,Alabama,13,4,2,2022,6,0,195635388.9,194303302.9,200427369.5,252847523.97500002,112148510.97585152,245090430.07500002,102493717.40155645
2022-04-10,227759611.1,Alabama,14,4,2,2022,6,0,0.0,195635388.9,421024034.6,202740681.60000002,172117286.28683704,222715075.26250002,133754162.4867979
2022-04-17,391833516.1,Alabama,15,4,2,2022,6,0,227759611.1,0.0,194303302.9,154424575.725,104105108.75223112,201207828.0125,113509524.6713974
2022-04-24,197876829.3,Alabama,16,4,2,2022,6,0,391833516.1,227759611.1,195635388.9,203807129.025,160760449.95801926,227886494.7625,131102480.064455
2022-05-01,0.0,Alabama,17,5,2,2022,6,0,197876829.3,391833516.1,0.0,204367489.125,160726374.019642,228607506.55,130893301.70405535
2022-05-08,209711181.6,Alabama,18,5,2,2022,6,0,0.0,197876829.3,227759611.1,204367489.125,160726374.019642,203554085.3625,154169329.74501368
2022-05-15,208193476.8,Alabama,19,5,2,2022,6,0,209711181.6,0.0,391833516.1,199855381.75,160102913.92666316,177139978.7375,127357969.30616441
2022-05-22,219547509.4,Alabama,20,5,2,2022,6,0,208193476.8,209711181.6,197876829.3,153945371.925,102764833.30960931,178876250.475,127719552.89940564
2022-05-29,212449962.2,Alabama,21,5,2,2022,6,0,219547509.4,208193476.8,0.0,159363041.95,106361170.5395874,181865265.5375,128445540.56831901
2022-06-05,382887752.79999995,Alabama,22,6,2,2022,6,0,212449962.2,219547509.4,209711181.6,212475532.5,5032929.830313865,208421510.8125,105360858.68458922
2022-06-12,197814663.4,Alabama,23,6,2,2022,6,0,382887752.79999995,212449962.2,208193476.8,255769675.29999998,84874698.10758443,227812528.525,122336064.49120708
2022-06-19,220358695.3,Alabama,24,6,2,2022,6,1,197814663.4,382887752.79999995,219547509.4,253174971.95,86947305.75714721,203560171.93749997,102855211.60000928
2022-06-26,220100179.0,Alabama,25,6,2,2022,6,0,220358695.3,197814663.4,212449962.2,253377768.42499998,86843612.70939296,206370405.1875,102984792.62857126
2022-07-03,0.0,Alabama,26,7,3,2022,6,0,220100179.0,220358695.3,382887752.79999995,255290322.625,85718765.7138799,233882927.5625,60692814.40342395
2022-07-10,226809534.5,Alabama,27,7,3,2022,6,0,0.0,220100179.0,197814663.4,159568384.425,106902458.98978387,207669029.8625,103098376.79391514
2022-07-17,212769922.8,Alabama,28,7,3,2022,6,0,226809534.5,0.0,220358695.3,166817102.20000002,111254701.75028709,209996037.07500002,103321752.1389459
2022-07-24,215436685.6,Alabama,29,7,3,2022,6,0,212769922.8,226809534.5,220100179.0,164919909.075,110096000.75544922,209148838.75,103260013.77511422
2022-07-31,221654891.4,Alabama,30,7,3,2022,6,0,215436685.6,212769922.8,0.0,163754035.725,109338973.87763065,209522179.17499998,103279051.70753294
2022-08-07,207537233.1,Alabama,31,8,3,2022,6,0,221654891.4,215436685.6,226809534.5,219167758.575,6309669.223388043,189368071.5,77004650.87016894
2022-08-14,224323609.9,Alabama,32,8,3,2022,6,0,207537233.1,221654891.4,212769922.8,214349683.225,5872329.473877684,190583392.7125,77233385.88125661
2022-08-21,215153556.3,Alabama,33,8,3,2022,6,0,224323609.9,207537233.1,215436685.6,217238105.0,7462448.420056686,191079007.0375,77464129.76891853
